name,roaster,roast,loc_country,origin,100g_USD,rating,mes,ano,preco_qualidade,idade_cafe,avaliacao_rating,classificacao_preco
Costa Rica Gesha Tobosi Natural,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,8.8,93,April,2021,0.0946236559139785,3,High,caro
Kenya Kiambu Kiriga AA,Coffee By Design,Medium-Light,United States,Kenya,4.08,93,April,2021,0.04387096774193548,3,High,barato
Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Colombia,3.52,92,May,2021,0.03826086956521739,3,High,barato
Ethiopia Sidamo Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.41,93,May,2021,0.04741935483870968,3,High,barato
Ethiopia Guji Uraga Yabitu,Sunny's Coffee,Light,Japan,Ethiopia,9.22,92,May,2021,0.10021739130434783,3,High,caro
Ethiopia Guji Hambela Dabaye,Sunny's Coffee,Light,Japan,Ethiopia,9.22,91,May,2021,0.10131868131868133,3,High,caro
Ethiopia Dry-Process Guji Hambela,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,May,2021,0.10244444444444445,3,Medium,caro
Ethiopia Dry-Process Benti Nenka,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,May,2021,0.10244444444444445,3,Medium,caro
Colombia Jorge Eli Dussan,Amavida Coffee Roasters,Medium-Light,United States,Colombia,5.88,93,April,2021,0.0632258064516129,3,High,intermediario
Ethiopia Kochere G1,David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,93,April,2021,0.06086021505376344,3,High,intermediario
Ethiopia Limu Washed,Jade Cafe,Light,Taiwan,Ethiopia,8.53,93,April,2021,0.09172043010752687,3,High,caro
Colombia Huila Acevedo El Paraiso,Big Shoulders Coffee ,Medium-Light,United States,Colombia,7.35,94,May,2021,0.07819148936170213,3,High,caro
Ethiopia Guji Wush Wush Anaerobic Natural,Coffee Please,Medium-Light,Taiwan,Ethiopia,7.89,95,May,2021,0.08305263157894736,3,High,caro
Ethiopia Guji Wush Wush,Paradise Roasters,Medium-Light,United States,Ethiopia,7.33,95,May,2021,0.0771578947368421,3,High,caro
Tres Dragones Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,7.35,94,May,2021,0.07819148936170213,3,High,caro
Panama Elida Estate Catuaí Natural ASD,Willoughby's Coffee & Tea,Medium-Light,United States,Panama,7.27,94,May,2021,0.07734042553191489,3,High,caro
Ethiopia Guji Natural Anaerobic Wush Wush G1,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,9.2,93,May,2021,0.0989247311827957,3,High,caro
Elida Natural ASD (Panama),Geisha Coffee Roaster,Medium-Light,United States,Panama,3.25,93,May,2021,0.03494623655913978,3,High,barato
Ethiopia Oromia Anaerobic Natural,Nine Point Coffee,Medium,Taiwan,Ethiopia,7.11,93,May,2021,0.07645161290322582,3,High,caro
Castillo El Paraiso,Steady State Roasting,Medium-Light,United States,Colombia,8.82,93,May,2021,0.09483870967741936,3,High,caro
Kenya Nyeri Gachatha Washed AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,94,June,2021,0.04893617021276595,3,High,barato
Ethiopia Yirgacheffe G1 Mulugeta Tsige,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,95,June,2021,0.08421052631578947,3,High,caro
Kenya AA Top Gathambi Station,GK Coffee,Medium-Light,Taiwan,Kenya,8.8,94,June,2021,0.09361702127659575,3,High,caro
Ethiopia Uraga Washed G1,RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,5.28,94,May,2021,0.05617021276595745,3,High,barato
Ethiopia Sidamo Natural Water Decaf,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,91,May,2021,0.04527472527472528,3,High,barato
Kenya Karindudu AA,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,95,May,2021,0.06810526315789474,3,High,caro
Ethiopia Guji Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Ethiopia,7.35,94,May,2021,0.07819148936170213,3,High,caro
Maypop,Lina Premium Coffee,Medium-Light,United States,Colombia,7.35,94,May,2021,0.07819148936170213,3,High,caro
Trivarietal,Lina Premium Coffee,Medium-Light,United States,Colombia,7.28,90,May,2021,0.08088888888888889,3,Medium,caro
La Soledad Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,7.94,94,May,2021,0.08446808510638298,3,High,caro
Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Mexico,6.4,93,May,2021,0.06881720430107527,3,High,caro
Ethiopia West Arsi Nensebo Natural G1,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.05,95,June,2021,0.07421052631578948,3,High,caro
Ethiopia Sidama Bona Sweet Natural,Pro Aroma Enterprise Coffee,Light,Taiwan,Ethiopia,5.88,94,June,2021,0.0625531914893617,3,High,intermediario
Congo Square,Three Keys Coffee,Medium-Light,United States,Democratic Republic Of The Congo,5.88,94,June,2021,0.0625531914893617,3,High,intermediario
Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Burundi,6.61,93,June,2021,0.0710752688172043,3,High,caro
Rwanda Simbi,Mamechamame Coffee,Light,Japan,Rwanda,7.56,93,June,2021,0.08129032258064516,3,High,caro
Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Burundi,5.64,92,June,2021,0.06130434782608695,3,High,intermediario
Ethiopia Washed Sidama Nafasha 74158 21/01,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,96,June,2021,0.0428125,3,Excellent,barato
Ethiopia Natural Guji Blue Donkey 21/01,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,95,June,2021,0.04842105263157894,3,High,barato
Gigesa Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,95,July,2021,0.05568421052631579,3,High,barato
Baby Dragons,Nostalgia Coffee Roasters,Medium-Light,United States,Colombia,8.23,94,July,2021,0.0875531914893617,3,High,caro
Colombia Lagoon Java Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Colombia,7.35,93,July,2021,0.07903225806451612,3,High,caro
Colombia La Palma y El Tucan,Le Brewlife,Medium-Light,Taiwan,Colombia,10.67,93,July,2021,0.11473118279569892,3,High,caro
Colombia Bandida Lactic Natural,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.52,93,June,2021,0.09161290322580645,3,High,caro
Nyeri Hill Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.03,95,June,2021,0.06347368421052632,3,High,intermediario
La Perla Chiquita Ecuador,JBC Coffee Roasters,Medium-Light,United States,Ecuador,6.17,95,June,2021,0.06494736842105263,3,High,intermediario
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.26,94,June,2021,0.055957446808510634,3,High,barato
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Light,Taiwan,Costa Rica,9.6,94,July,2021,0.10212765957446808,3,High,caro
Brazil Ipanema Golden Edition C26 Lychee,GK Coffee,,Taiwan,Brazil,4.0,94,July,2021,0.0425531914893617,3,High,barato
Ethiopia Natural Guji D Minor 21/01,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,95,August,2021,0.05589473684210526,3,High,intermediario
Ethiopia Hambela Yellow Honey James Selection,Kakalove Cafe,Light,Taiwan,Ethiopia,5.81,95,August,2021,0.0611578947368421,3,High,intermediario
Ethiopia Guji Hambela Kudume Yellow Honey,Coffee Please,Medium-Light,Taiwan,Ethiopia,8.96,94,August,2021,0.09531914893617022,3,High,caro
Ethiopia Sidamo Bensa Mirado Natural,LECO Coffee,Light,Taiwan,Ethiopia,7.05,94,August,2021,0.075,3,High,caro
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,EK Roast Studio,Light,Taiwan,Ethiopia,6.34,93,August,2021,0.06817204301075269,3,High,intermediario
Colombia Vella Black Hawk Natural,LECO Coffee,Medium-Light,Taiwan,Colombia,7.05,93,August,2021,0.07580645161290323,3,High,caro
Yemen Mocca Matari,EK Roast Studio,Medium-Light,Taiwan,Yemen,9.59,94,August,2021,0.10202127659574468,3,High,caro
Kenya Nyeri Ndaroini AA Washed,Coffee Please,Medium-Light,Taiwan,Kenya,6.68,93,August,2021,0.07182795698924731,3,High,caro
Ethiopia Buku Abela,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,94,July,2021,0.05244680851063829,3,High,barato
Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,92,August,2021,0.06869565217391305,3,High,intermediario
Dominican Republic Organic Ramirez Estate,Cafe Kreyol,Medium-Light,United States,Dominican Republic,3.82,90,August,2021,0.042444444444444444,3,Medium,barato
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.28,92,August,2021,0.05739130434782609,3,High,barato
Banti Nenga Hambela Wamena,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.47,93,August,2021,0.06956989247311827,3,High,caro
Ethiopia Guji Natural Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.53,94,August,2021,0.04819148936170213,3,High,barato
Ethiopia Hambela G1,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.67,91,August,2021,0.04032967032967033,3,High,barato
Primavera Colombia Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,5.58,94,August,2021,0.05936170212765957,3,High,intermediario
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,93,August,2021,0.061612903225806454,3,High,intermediario
Gigesa Ethiopia,JBC Coffee Roasters,Light,United States,Ethiopia,5.29,94,August,2021,0.05627659574468085,3,High,barato
Guatemala Buena Vista Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Guatemala,6.61,93,August,2021,0.0710752688172043,3,High,caro
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,93,August,2021,0.06483870967741935,3,High,intermediario
Medina Natural,JBC Coffee Roasters,Medium-Light,United States,Guatemala,6.03,93,August,2021,0.06483870967741935,3,High,intermediario
Gura Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,August,2021,0.06956989247311827,3,High,caro
Guatemala El Mirador,Novo Coffee Roasters,Medium-Light,United States,Guatemala,5.58,93,September,2021,0.06,3,High,intermediario
Acatenango Pacamara Natural,Qin Mi Coffee,Medium-Light,Taiwan,Guatemala,9.16,92,September,2021,0.09956521739130435,3,High,caro
Kenya Gatomboya,Drink Coffee Do Stuff,Medium-Light,United States,Kenya,7.05,94,August,2021,0.075,3,High,caro
Nicaragua La Bendicion Yellow Maracaturra Natural,Paradise Roasters,Light,United States,Nicaragua,8.79,94,August,2021,0.09351063829787233,3,High,caro
Kenya Kamwangi,Bird Rock Coffee Roasters,Medium-Light,United States,Kenya,7.05,95,August,2021,0.07421052631578948,3,High,caro
El Salvador Pacamara,RamsHead Coffee Roasters,Medium-Light,United States,El Salvador,5.28,93,August,2021,0.0567741935483871,3,High,barato
Ethiopia Gogogu Bekaka #4,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.7,93,September,2021,0.05053763440860215,3,High,barato
Congo Umoja,Fresh Roasted Coffee,Medium-Light,United States,Democratic Republic Of The Congo,4.69,92,September,2021,0.05097826086956522,3,High,barato
Mexico Pluma Hidalgo,Temple Coffee Roasters,Medium-Light,United States,Mexico,6.91,93,September,2021,0.07430107526881721,3,High,caro
Bella Carmona Guatemala,JBC Coffee Roasters,Light,United States,Guatemala,5.0,92,September,2021,0.05434782608695652,3,High,barato
Pluma Hidalgo Mexico,JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,92,September,2021,0.051086956521739134,3,High,barato
Kenya 168,Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,93,September,2021,0.044731182795698925,3,High,barato
Kenya SHI,Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,93,September,2021,0.044731182795698925,3,High,barato
House Blend,Metropolis Coffee,Medium,United States,Colombia,3.69,91,September,2021,0.04054945054945055,3,High,barato
Breakfast Blend,Metropolis Coffee,Medium-Light,United States,Colombia,3.69,90,September,2021,0.041,3,Medium,barato
Ethiopia Guji (Rose Selection),Santos Coffee,Medium-Light,Hawai'i,Ethiopia,4.27,93,October,2021,0.04591397849462365,3,High,barato
Guji Hamasho Washed,Paradise Roasters,Medium-Light,United States,Ethiopia,7.33,94,October,2021,0.07797872340425532,3,High,caro
Candelilla Geisha Natural,JBC Coffee Roasters,Light,United States,Costa Rica,9.48,95,September,2021,0.09978947368421053,3,High,caro
Kiamugumo Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,95,September,2021,0.06494736842105263,3,High,intermediario
Ethiopia Kayon Mountain Washed,Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,94,September,2021,0.0623404255319149,3,High,intermediario
Kenya Nyeri Kiandu AA,Coffee by Design,Medium-Light,United States,Kenya,4.08,92,September,2021,0.044347826086956525,3,High,barato
Ethiopia Kayon Mountain Natural,Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,93,September,2021,0.06301075268817205,3,High,intermediario
Ethiopia Gedeb Worka Wuri,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,95,September,2021,0.08042105263157895,3,High,caro
Brazil Peixoto Peaberry,True Coffee Roasters,Medium-Light,United States,Brazil,3.63,92,September,2021,0.03945652173913043,3,High,barato
Ethiopia Guji Hambela Wate 74110/74112/74158 Mini Natural,Taster's Coffee,,Taiwan,Ethiopia,3.17,93,September,2021,0.034086021505376346,3,High,barato
Kenya Muranga Riakiberu,Jaunt Coffee Roasters,Medium-Light,United States,Kenya,7.05,92,September,2021,0.0766304347826087,3,High,caro
Kenya Karatina,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,94,September,2021,0.07351063829787234,3,High,caro
Colombia La Esperanza Potosí Anaerobic Process,Durango Coffee Company,Medium-Light,United States,Colombia,5.57,94,October,2021,0.05925531914893618,3,High,intermediario
Honduras Finca Las Moras Parainema Yellow Honey,RamsHead Coffee Roasters,Medium-Light,United States,Honduras,4.98,93,October,2021,0.053548387096774196,3,High,barato
Ethiopia Guji Shakisso Mormora Estate Natural,Taster's Coffee,,Taiwan,Ethiopia,3.17,93,October,2021,0.034086021505376346,3,High,barato
Ethiopia Natural Guji Sweet Lady,David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,93,October,2021,0.06086021505376344,3,High,intermediario
Kona Medium Roast,Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,10.29,92,October,2021,0.11184782608695651,3,High,caro
Kona Medium-Dark Roast,Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,10.29,90,October,2021,0.11433333333333333,3,Medium,caro
Ethiopia Yirgacheffe Washed Banko Gotiti 3,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,94,October,2021,0.041382978723404254,3,High,barato
Guatemala Finca El General Slow Dry 6,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,5.31,94,October,2021,0.056489361702127656,3,High,intermediario
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,8.5,94,October,2021,0.09042553191489362,3,High,caro
Ethiopia Natural Guji Hambela SASA Lot 10,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,93,October,2021,0.04946236559139785,3,High,barato
Kenya Gachatha Nyeri AA,Red Rooster Coffee Roaster,Medium-Light,United States,Kenya,6.61,96,October,2021,0.06885416666666667,3,Excellent,caro
Ethiopia Worka Sakaro Anaerobic Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.73,94,October,2021,0.060957446808510646,3,High,intermediario
SGG Ethiopia Sidamo G2,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.52,91,October,2021,0.03868131868131868,3,High,barato
Elida Estate Dragonfly Catuai Lot 13,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,6.61,94,October,2021,0.07031914893617022,3,High,caro
Ethiopia Kochere Hama Jet Washing Station,Coffee Please,Light,Taiwan,Ethiopia,5.64,94,October,2021,0.06,3,High,intermediario
Banko Gotiti Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,93,October,2021,0.0632258064516129,3,High,intermediario
Elida Estate ASD Natural Catuai 15,Dragonfly Coffee Roasters,Medium-Light,United States,Panama,8.82,94,October,2021,0.09382978723404256,3,High,caro
FTO Ethiopian,Mystic Monk Coffee,Medium-Light,United States,Ethiopia,4.1,92,October,2021,0.04456521739130435,3,High,barato
Bekele Heto Natural Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,95,November,2021,0.05873684210526316,3,High,intermediario
El Salvador El Matazano Pacamara,Bird Rock Coffee Roasters,Medium-Light,United States,El Salvador,6.17,95,November,2021,0.06494736842105263,3,High,intermediario
Ethiopia Guji Mormora Organic Natural,RamsHead Coffee Roasters,Light,United States,Ethiopia,5.57,94,November,2021,0.05925531914893618,3,High,intermediario
Colombia La Riviera Sudan Rume,RamsHead Coffee Roasters,Medium-Light,United States,Colombia,10.57,94,November,2021,0.1124468085106383,3,High,caro
Ethiopia Guji Uraga Tebe Burka Natural G1,Samlin Coffee,Light,Taiwan,Ethiopia,7.04,94,November,2021,0.0748936170212766,3,High,caro
Sweet Kenya J36 Espresso,Green Stone Coffee,Medium-Light,Taiwan,Kenya,10.67,95,November,2021,0.11231578947368422,3,High,caro
Guatemala Finca El General SummerEnd Espresso,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.19,94,October,2021,0.03393617021276596,3,High,barato
Ethiopia Natural Yirgacheffe Adado Feysa Dira,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.96,94,October,2021,0.04212765957446808,3,High,barato
Colombia Planadas Tolima,Jaunt Coffee Roasters,Light,United States,Colombia,6.76,93,November,2021,0.07268817204301076,3,High,caro
Colombia Java El Eden,Durango Coffee Company,Medium-Light,United States,Colombia,5.86,94,November,2021,0.0623404255319149,3,High,intermediario
Ethiopia Shantawene Natural,Nostalgia Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,95,November,2021,0.06810526315789474,3,High,caro
Ethiopia Worka Sakaro Anaerobic Natural,Red Rock Roasters,Medium,United States,Ethiopia,4.7,94,November,2021,0.05,3,High,barato
Ethiopia Durato Bombe Natural,Oceana Coffee,Light,United States,Ethiopia,6.47,94,November,2021,0.06882978723404255,3,High,caro
Guatemala Santa Felisa Wild Yeast Natural Gesha,Kakalove Cafe,Light,Taiwan,Guatemala,10.62,96,November,2021,0.11062499999999999,3,Excellent,caro
Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Coffee By Design,Light,United States,Ethiopia,5.44,90,November,2021,0.060444444444444446,3,Medium,intermediario
Ethiopian Sweet Lily,Cafe Kreyol,Medium-Light,United States,Ethiopia,4.7,93,November,2021,0.05053763440860215,3,High,barato
Kenya Gachatha Nyeri,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,93,November,2021,0.07430107526881721,3,High,caro
Ethiopia Gora Kone Sidamo,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,92,November,2021,0.06391304347826086,3,High,intermediario
Organic 18 Rabbits Honduras,Cafe Kreyol,Medium-Light,United States,Honduras,3.82,91,November,2021,0.04197802197802197,3,High,barato
Colombia La Estrella Carbonic Maceration,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.23,93,November,2021,0.08849462365591398,3,High,caro
Ethiopia Washed Sidama Bensa Bombe,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,94,December,2021,0.056489361702127656,3,High,intermediario
Ethiopia Bedessa,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,7.35,92,November,2021,0.07989130434782608,3,High,caro
Organic Ethiopia Shantawene Natural,Mr. Espresso,Medium-Light,United States,Ethiopia,5.0,92,November,2021,0.05434782608695652,3,High,barato
Ethiopia Sidama Durato Bombe,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,91,November,2021,0.04483516483516484,3,High,barato
Ethiopia Lecho Torka,Old Soul Co.,Medium-Light,United States,Ethiopia,5.88,92,November,2021,0.06391304347826086,3,High,intermediario
Finca Huixoc Maracaturra,El Gran Cafe,Medium-Light,Guatemala,Guatemala,3.82,90,December,2021,0.042444444444444444,3,Medium,barato
Kenya Nyeri AA Hercules,Luv Moshi,Medium-Light,Taiwan,Kenya,7.08,93,December,2021,0.07612903225806451,3,High,caro
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,92,December,2021,0.03195652173913043,3,High,barato
Esperanza Villa Sarchi,El Gran Cafe,Light,Guatemala,Guatemala,4.85,90,December,2021,0.05388888888888888,3,Medium,barato
Esperanza Bourbon,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,92,December,2021,0.05271739130434782,3,High,barato
5a Sur,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,89,December,2021,0.016516853932584268,3,Medium,barato
Ethiopia Nano Genji #5,Collage Coffee,Medium-Light,United States,Ethiopia,5.64,93,December,2021,0.060645161290322575,3,High,intermediario
Ethiopia Yirgacheffe Aramo,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December,2021,0.05688172043010753,3,High,barato
Kenya Nyeri Gatomboya,States Coffee,Medium-Light,United States,Kenya,5.29,94,December,2021,0.05627659574468085,3,High,barato
Subrosa Ethiopia Kayon Mountain Organic Natural,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December,2021,0.05688172043010753,3,High,barato
Ethiopia Bench Maji Natural Gesha,VERYTIME,Light,Taiwan,Ethiopia,7.79,94,December,2021,0.08287234042553192,3,High,caro
Gatomboya Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,January,2022,0.06956989247311827,2,High,caro
Ethiopia Banko Gotiti Daniel Mijane,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.58,92,January,2022,0.06065217391304348,2,High,intermediario
Ethiopia Bedhatu Natural,Old World Coffee Lab,Medium-Light,United States,Ethiopia,6.03,93,January,2022,0.06483870967741935,2,High,intermediario
Ethiopia Bedhatu Washed,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.88,92,January,2022,0.06391304347826086,2,High,intermediario
Ethiopia Yirgacheffe Worka Sakaro,Paradise Roasters,Medium-Light,United States,Ethiopia,7.35,95,December,2021,0.07736842105263157,3,High,caro
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,93,December,2021,0.09483870967741936,3,High,caro
Guatemala Acatenango Gesha,Jaunt Coffee Roasters,Light,United States,Guatemala,10.58,94,December,2021,0.1125531914893617,3,High,caro
Costa Rica Luis Campos Termico,Revel Coffee,Medium-Light,United States,Costa Rica,7.64,93,December,2021,0.0821505376344086,3,High,caro
Kenya Gakuyuini AA,RamsHead Coffee Roasters,Medium-Light,United States,Kenya,4.98,94,January,2022,0.05297872340425532,2,High,barato
Colombia Manos Juntas,Conscious Cup Coffee Roasters,Medium-Light,United States,Colombia,8.52,92,January,2022,0.0926086956521739,2,High,caro
Ethiopia Guji Goro Bedessa,Conscious Cup Coffee Roasters,Medium-Light,United States,Ethiopia,7.05,93,January,2022,0.07580645161290323,2,High,caro
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,GK Coffee,Light,Taiwan,Ethiopia,10.4,93,January,2022,0.11182795698924732,2,High,caro
Hacienda Esmeralda Ethiopian Accessions,modcup coffee,Light,United States,Panama,11.02,95,January,2022,0.11599999999999999,2,High,caro
Gelena Geisha,Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,January,2022,0.05936170212765957,2,High,intermediario
Silver Monk Seasonal Blend,Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,92,January,2022,0.06065217391304348,2,High,intermediario
Holiday Reserve Roast — Costa Rica Termico,Folklore Coffee,Medium-Light,United States,Costa Rica,7.35,92,January,2022,0.07989130434782608,2,High,caro
Ethiopia Guji Washed G1 Uncle Select Lot 21/01,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,93,January,2022,0.0946236559139785,2,High,caro
Medium-Dark Roast,Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,7.72,91,February,2022,0.08483516483516483,2,High,caro
Hunapu Natural Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.58,94,January,2022,0.05936170212765957,2,High,intermediario
Uganda Organic Sipi Falls Honey,Jackrabbit Java,Medium-Light,United States,Uganda,5.29,93,January,2022,0.05688172043010753,2,High,barato
Bedhatu Jibicho Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,95,January,2022,0.06189473684210526,2,High,intermediario
Ethiopia Natural Guji DoReMi,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,95,January,2022,0.03126315789473685,2,High,barato
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,93,January,2022,0.06,2,High,intermediario
Sumatra Siamang Forest,Paradise Roasters,Medium-Light,United States,Indonesia,7.35,94,January,2022,0.07819148936170213,2,High,caro
Costa Rica Brunca Rivense La Guaca Passion Honey,Home in Harmony,Medium-Light,Taiwan,Costa Rica,5.64,94,February,2022,0.06,2,High,intermediario
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,93,February,2022,0.05301075268817204,2,High,barato
Hunkute by Nordic Approach,Cafe Red Bean Shop,Light,Taiwan,Ethiopia,7.05,94,February,2022,0.075,2,High,caro
Colombia Aromas de Sur,Drink Coffee Do Stuff,Medium-Light,United States,Colombia,6.76,93,February,2022,0.07268817204301076,2,High,caro
Costa Rica Termico,Battlecreek Coffee,Light,United States,Costa Rica,5.88,91,February,2022,0.06461538461538462,2,High,intermediario
Karindundu Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,94,February,2022,0.06882978723404255,2,High,caro
Medium Roast,Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,9.92,92,February,2022,0.10782608695652174,2,High,caro
Guatemala Finca Buena Esperanza,Oak & Bond Coffee Company,Medium-Light,United States,Guatemala,5.58,93,February,2022,0.06,2,High,intermediario
Ethiopia Hambela Goro,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.35,92,February,2022,0.07989130434782608,2,High,caro
Shakiso Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,February,2022,0.05936170212765957,2,High,intermediario
La Esmeralda Diamond Mountain Washed Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Panama,6.68,94,February,2022,0.07106382978723404,2,High,caro
COE Sidama Bona 74110,VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,93,February,2022,0.06849462365591398,2,High,caro
Ethiopia Yirgacheffe Adorsi G1,VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,93,February,2022,0.06849462365591398,2,High,caro
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Indonesia,5.26,93,February,2022,0.056559139784946234,2,High,barato
Ethiopia Yirgacheffe G1,VERYTIME,Light,Taiwan,Ethiopia,4.25,91,February,2022,0.046703296703296704,2,High,barato
Guo Mei Zhu,Luv Moshi,Medium-Light,Taiwan,Colombia,4.67,93,February,2022,0.05021505376344086,2,High,barato
El Salvador Anarquia Pacamara,Tipico Coffee,Light,United States,El Salvador,6.47,94,March,2022,0.06882978723404255,2,High,caro
Ethiopia Karamo Natural,Tipico Coffee,Medium-Light,United States,Ethiopia,5.22,93,March,2022,0.056129032258064517,2,High,barato
